audiofile,sg_dur,vv_num,sg_dur_norm,order
SP2010_LucianoT_147_merged,670,4,3.21,3
SP2010_LucianoT_147_merged,830,5,-0.04,4
SP2010_LucianoT_176_merged,2990,9,53.40,1
SP2010_LucianoT_206_merged,1000,5,2.47,1
SP2010_LucianoT_206_merged,1490,7,5.72,2
SP2010_LucianoT_206_merged,1440,7,5.28,3
SP2010_LucianoT_212_merged,310,2,0.23,1
SP2010_LucianoT_212_merged,790,6,2.20,2
SP2010_LucianoT_212_merged,1170,7,7.85,3
SP2010_LucianoT_212_merged,510,4,-0.40,4
SP2010_LucianoT_212_merged,500,4,-0.35,5
SP2010_LucianoT_212_merged,450,3,2.12,6
SP2010_LucianoT_215_merged,1230,9,0.43,1
SP2010_LucianoT_215_merged,710,4,3.35,2
SP2010_LucianoT_215_merged,1810,6,28.18,3
SP2010_LucianoT_231_merged,680,2,12.80,1
SP2010_LucianoT_231_merged,1190,4,27.14,2
SP2010_LucianoT_231_merged,670,5,-1.09,3
SP2010_LucianoT_231_merged,690,9,-1.01,4
SP2010_LucianoT_231_merged,460,4,-0.33,5
SP2010_LucianoT_231_merged,520,6,-2.04,6
SP2010_LucianoT_260_merged,280,1,3.07,1
SP2010_LucianoT_260_merged,1090,4,12.99,2
SP2010_LucianoT_263_merged,1280,6,18.64,1
SP2010_LucianoT_263_merged,1470,8,1.07,2
SP2010_LucianoT_265_merged,1550,8,21.52,1
SP2010_LucianoT_265_merged,740,7,-0.65,2
SP2010_LucianoT_265_merged,640,5,4.51,3
SP2010_LucianoT_265_merged,530,4,-1.61,4
SP2010_LucianoT_265_merged,600,6,0.65,5
SP2010_LucianoT_284_merged,250,4,-1.93,1
SP2010_LucianoT_284_merged,830,10,-0.89,2
SP2010_LucianoT_284_merged,360,3,-0.59,3
SP2010_LucianoT_284_merged,1430,5,21.10,4
SP2010_LucianoT_298_merged,2950,8,66.34,1
SP2010_LucianoT_298_merged,710,6,0.14,2
SP2010_LucianoT_298_merged,1350,9,1.86,3
SP2010_LucianoT_299_merged,330,3,-0.26,1
SP2010_LucianoT_299_merged,1170,8,4.69,2
SP2010_LucianoT_299_merged,930,8,-0.18,3
SP2010_LucianoT_299_merged,490,3,-0.60,4
SP2010_LucianoT_307_merged,190,1,1.82,1
SP2010_LucianoT_307_merged,1840,11,8.68,2
SP2010_LucianoT_307_merged,560,4,1.88,3
SP2010_LucianoT_307_merged,760,5,2.06,4
SP2010_LucianoT_331_merged,740,2,7.72,1
SP2010_LucianoT_331_merged,380,5,0.20,2
SP2010_LucianoT_331_merged,770,7,2.01,3
SP2010_LucianoT_331_merged,530,5,-2.01,4
SP2010_LucianoT_331_merged,1390,9,7.64,5
SP2010_LucianoT_331_merged,720,4,6.40,6
SP2010_LucianoT_331_merged,250,2,3.62,7
SP2010_LucianoT_363_merged,1800,5,13.29,1
SP2010_LucianoT_363_merged,1100,5,1.27,2
SP2010_LucianoT_Isolated_0144,340,2,3.24,1
SP2010_LucianoT_Isolated_0144,1050,5,17.73,2
SP2010_LucianoT_Isolated_0144,640,4,0.92,3
SP2010_LucianoT_Isolated_0144,910,6,21.40,4
SP2010_LucianoT_Isolated_0144,1070,6,-0.81,5
SP2010_LucianoT_Isolated_0196,220,3,-2.72,1
SP2010_LucianoT_Isolated_0196,1050,9,0.92,2
SP2010_LucianoT_Isolated_0196,1150,5,9.60,3
SP2010_LucianoT_Isolated_0196,580,4,3.92,4
SP2010_LucianoT_Isolated_0196,660,6,-1.37,5
SP2010_MadalenaM_009_merged,430,3,-0.86,1
SP2010_MadalenaM_009_merged,650,5,1.19,2
SP2010_MadalenaM_009_merged,1160,7,9.97,3
SP2010_MadalenaM_009_merged,1340,10,0.92,4
SP2010_MadalenaM_012_merged,650,2,7.83,1
SP2010_MadalenaM_012_merged,650,4,8.46,2
SP2010_MadalenaM_012_merged,430,4,0.18,3
SP2010_MadalenaM_012_merged,1140,8,3.50,4
SP2010_MadalenaM_012_merged,940,6,1.11,5
SP2010_MadalenaM_014_merged,700,7,1.90,1
SP2010_MadalenaM_014_merged,510,6,-1.88,2
SP2010_MadalenaM_014_merged,800,7,-1.78,3
SP2010_MadalenaM_014_merged,1960,14,29.82,4
SP2010_MadalenaM_014_merged,810,8,0.46,5
SP2010_MadalenaM_055_merged,1870,4,56.20,1
SP2010_MadalenaM_055_merged,1670,8,0.86,2
SP2010_MadalenaM_055_merged,810,4,0.76,3
SP2010_MadalenaM_082_merged,510,4,-1.00,1
SP2010_MadalenaM_082_merged,1090,6,15.67,2
SP2010_MadalenaM_083_merged,510,4,1.80,1
SP2010_MadalenaM_083_merged,500,3,1.15,2
SP2010_MadalenaM_083_merged,1920,9,15.96,3
SP2010_MadalenaM_083_merged,1010,5,10.73,4
SP2010_MadalenaM_083_merged,560,4,-0.60,5
SP2010_MadalenaM_083_merged,980,7,0.34,6
SP2010_MadalenaM_085_merged,300,2,-0.76,1
SP2010_MadalenaM_085_merged,320,3,-0.26,2
SP2010_MadalenaM_085_merged,1670,6,58.46,3
SP2010_MadalenaM_096_merged,2020,7,24.73,1
SP2010_MadalenaM_096_merged,1000,6,-0.28,2
SP2010_MadalenaM_096_merged,450,5,-0.70,3
SP2010_MadalenaM_096_merged,480,4,-0.41,4
SP2010_MadalenaM_097_merged,530,3,3.78,1
SP2010_MadalenaM_097_merged,670,6,0.41,2
SP2010_MadalenaM_097_merged,690,6,0.10,3
SP2010_MadalenaM_097_merged,1190,11,-0.27,4
SP2010_MadalenaM_098_merged,1180,9,5.37,1
SP2010_MadalenaM_098_merged,1080,7,5.38,2
SP2010_MadalenaM_098_merged,1520,11,-2.01,3
SP2010_MadalenaM_098_merged,600,5,-1.48,4
SP2010_MadalenaM_100_merged,600,3,2.76,1
SP2010_MadalenaM_100_merged,770,6,0.41,2
SP2010_MadalenaM_100_merged,1090,4,8.67,3
SP2010_MadalenaM_100_merged,1330,10,3.42,4
SP2010_MadalenaM_102_merged,220,1,1.26,1
SP2010_MadalenaM_102_merged,760,6,-0.32,2
SP2010_MadalenaM_102_merged,510,5,-1.65,3
SP2010_MadalenaM_102_merged,810,6,-1.04,4
SP2010_MadalenaM_102_merged,530,6,3.21,5
SP2010_MadalenaM_102_merged,790,5,1.15,6
SP2010_MadalenaM_102_merged,460,3,-1.10,7
SP2010_MadalenaM_118_merged,300,2,0.50,1
SP2010_MadalenaM_118_merged,460,3,0.84,2
SP2010_MadalenaM_118_merged,1310,5,29.08,3
SP2010_MadalenaM_118_merged,1780,14,0.08,4
SP2010_MadalenaM_121_merged,720,4,10.33,1
SP2010_MadalenaM_121_merged,440,3,2.12,2
SP2010_MadalenaM_121_merged,3190,9,67.53,3
SP2010_MadalenaM_121_merged,450,4,-1.32,4
SP2010_MadalenaM_123_merged,260,2,-0.81,1
SP2010_MadalenaM_123_merged,1120,8,2.87,2
SP2010_MadalenaM_123_merged,500,3,2.67,3
SP2010_MadalenaM_123_merged,530,5,-0.62,4
SP2010_MadalenaM_123_merged,940,7,5.42,5
SP2010_MadalenaM_123_merged,1250,8,3.82,6
SP2010_MadalenaM_151_merged,2410,6,34.24,1
SP2010_MadalenaM_151_merged,1510,7,4.75,2
SP2010_MadalenaM_187_merged,1070,8,-0.07,1
SP2010_MadalenaM_195_merged,360,4,-2.29,1
SP2010_MadalenaM_195_merged,1020,7,10.19,2
SP2010_MadalenaM_195_merged,540,4,0.96,3
SP2010_MadalenaM_195_merged,1390,7,17.29,4
SP2010_MadalenaM_195_merged,640,6,-1.31,5
SP2010_MadalenaM_195_merged,260,4,1.07,6
SP2010_MadalenaM_195_merged,410,4,-1.52,7
SP2010_MadalenaM_195_merged,710,7,4.92,8
SP2010_MadalenaM_202_merged,710,4,3.40,1
SP2010_MadalenaM_202_merged,2530,12,11.50,2
SP2010_MadalenaM_202_merged,920,4,13.74,3
SP2010_MadalenaM_207_merged,810,6,2.67,1
SP2010_MadalenaM_207_merged,1860,8,21.39,2
SP2010_MadalenaM_207_merged,510,4,0.87,3
SP2010_MadalenaM_207_merged,1210,11,4.20,4
SP2010_MadalenaM_207_merged,450,3,1.99,5
SP2010_MadalenaM_211_merged,510,3,-1.88,1
SP2010_MadalenaM_211_merged,110,2,-1.79,2
SP2010_MadalenaM_211_merged,530,3,1.88,3
SP2010_MadalenaM_211_merged,980,6,0.79,4
SP2010_MadalenaM_211_merged,1300,5,19.24,5
SP2010_MadalenaM_211_merged,1140,4,15.51,6
SP2010_MadalenaM_236_merged,670,1,32.76,1
SP2010_MadalenaM_236_merged,1260,8,-0.42,2
SP2010_MadalenaM_236_merged,380,4,-2.14,3
SP2010_MadalenaM_236_merged,260,3,-0.49,4
SP2010_MadalenaM_236_merged,500,4,-0.20,5
SP2010_MadalenaM_236_merged,620,4,0.08,6
SP2010_MadalenaM_236_merged,530,4,-0.39,7
SP2010_MadalenaM_236_merged,990,5,0.66,8
SP2010_MadalenaM_261_merged,720,5,-1.86,1
SP2010_MadalenaM_261_merged,770,6,-1.83,2
SP2010_MadalenaM_261_merged,860,5,7.57,3
SP2010_MadalenaM_261_merged,1140,8,-1.25,4
SP2010_MadalenaM_261_merged,1190,10,-0.28,5
SP2010_MadalenaM_262_merged,620,2,13.21,1
SP2010_MadalenaM_262_merged,500,4,-1.00,2
SP2010_MadalenaM_262_merged,1690,8,19.32,3
SP2010_MadalenaM_262_merged,360,4,-1.92,4
SP2010_MadalenaM_262_merged,910,7,0.000000000000006,5
SP2010_MadalenaM_262_merged,310,2,-0.75,6
SP2010_MadalenaM_265_merged,230,1,7.53,1
SP2010_MadalenaM_265_merged,960,6,2.41,2
SP2010_MadalenaM_265_merged,1250,8,-1.38,3
SP2010_MadalenaM_265_merged,350,4,-2.25,4
SP2010_MadalenaM_265_merged,700,6,1.53,5
SP2010_MadalenaM_265_merged,950,6,3.94,6
SP2010_MadalenaM_271_merged,1450,6,23.36,1
SP2010_MadalenaM_271_merged,1150,5,15.26,2
SP2010_MadalenaM_289_merged,1440,6,16.27,1
SP2010_MadalenaM_289_merged,2570,15,7.89,2
SP2010_MadalenaM_289_merged,490,2,3.44,3
SP2010_MadalenaM_291_merged,220,2,-1.80,1
SP2010_MadalenaM_291_merged,2010,9,15.61,2
SP2010_MadalenaM_296_merged,400,3,-0.72,1
SP2010_MadalenaM_296_merged,180,2,0.87,2
SP2010_MadalenaM_296_merged,550,5,-2.45,3
SP2010_MadalenaM_296_merged,710,6,1.00,4
SP2010_MadalenaM_296_merged,840,7,1.38,5
SP2010_MadalenaM_296_merged,1120,8,2.59,6
SP2010_MadalenaM_303_merged,580,3,2.92,1
SP2010_MadalenaM_303_merged,680,7,-1.06,2
SP2010_MadalenaM_303_merged,800,5,-1.18,3
SP2010_MadalenaM_303_merged,550,5,0.18,4
SP2010_MadalenaM_303_merged,450,4,-1.42,5
SP2010_MadalenaM_303_merged,1180,8,1.12,6
SP2010_MadalenaM_346_merged,1020,6,6.36,1
SP2010_MadalenaM_346_merged,1050,7,13.40,2
SP2010_MadalenaM_346_merged,740,5,-0.18,3
SP2010_MadalenaM_346_merged,1390,7,3.64,4
SP2010_MadalenaM_347_merged,350,2,3.88,1
SP2010_MadalenaM_347_merged,620,3,14.20,2
SP2010_MadalenaM_347_merged,1020,6,14.20,3
SP2010_MadalenaM_347_merged,790,4,10.75,4
SP2010_MadalenaM_347_merged,850,8,-1.80,5
SP2010_MadalenaM_347_merged,140,2,-1.01,6
SP2010_MadalenaM_353_merged,180,2,-0.60,1
SP2010_MadalenaM_353_merged,630,4,0.35,2
SP2010_MadalenaM_353_merged,640,5,-0.30,3
SP2010_MadalenaM_353_merged,790,5,1.13,4
SP2010_MadalenaM_353_merged,1820,13,0.27,5
SP2010_MadalenaM_366_merged,1280,4,25.65,1
SP2010_MadalenaM_366_merged,1390,8,14.88,2
SP2010_MadalenaM_366_merged,490,4,-1.40,3
SP2010_MadalenaM_366_merged,1100,7,13.74,4
SP2010_MadalenaM_377_merged,930,9,2.86,1
SP2010_MadalenaM_377_merged,890,4,6.21,2
SP2010_MadalenaM_377_merged,1640,9,22.95,3
SP2010_MadalenaM_389_merged,280,1,9.73,1
SP2010_MadalenaM_389_merged,1380,13,-1.91,2
SP2010_MadalenaM_389_merged,1190,9,5.87,3
SP2010_MadalenaM_389_merged,660,3,8.36,4
SP2010_MadalenaM_Isolated_0612,170,2,-2.52,1
SP2010_MadalenaM_Isolated_0612,590,5,9.23,2
SP2010_MadalenaM_Isolated_0612,1100,6,7.32,3
SP2010_MadalenaM_Isolated_0612,1540,9,13.67,4
SP2010_MadalenaM_Isolated_0612,860,3,31.54,5
SP2010_MadalenaM_Isolated_0612,670,6,-0.40,6
SP2010_MadalenaM_Isolated_0787,790,8,-1.80,1
SP2010_MadalenaM_Isolated_0787,780,6,-0.47,2
SP2010_MadalenaM_Isolated_0787,700,6,-1.27,3
SP2010_MadalenaM_Isolated_0787,950,9,-1.18,4
SP2010_MadalenaM_Isolated_0787,790,7,-0.81,5
SP2010_MadalenaM_Isolated_0787,710,7,0.63,6
SP2010_MarciaM_006_merged,290,3,-1.46,1
SP2010_MarciaM_006_merged,580,5,1.44,2
SP2010_MarciaM_006_merged,2710,5,41.50,3
SP2010_MarciaM_006_merged,680,6,0.54,4
SP2010_MarciaM_013_merged,610,7,-0.60,1
SP2010_MarciaM_013_merged,940,5,5.62,2
SP2010_MarciaM_017_merged,530,4,-0.26,1
SP2010_MarciaM_017_merged,710,6,6.73,2
SP2010_MarciaM_017_merged,1430,9,28.05,3
SP2010_MarciaM_017_merged,1030,8,5.40,4
SP2010_MarciaM_017_merged,480,4,-1.26,5
SP2010_MarciaM_022_merged,3810,5,127.91,1
SP2010_MarciaM_022_merged,480,4,0.81,2
SP2010_MarciaM_023_merged,150,2,2.07,1
SP2010_MarciaM_023_merged,3020,6,143.36,2
SP2010_MarciaM_023_merged,510,4,0.10,3
SP2010_MarciaM_023_merged,370,2,2.20,4
SP2010_MarciaM_023_merged,450,3,-0.50,5
SP2010_MarciaM_026_merged,1340,6,15.02,1
SP2010_MarciaM_026_merged,990,8,0.12,2
SP2010_MarciaM_026_merged,920,7,2.65,3
SP2010_MarciaM_029_merged,1020,1,14.90,1
SP2010_MarciaM_029_merged,590,3,12.39,2
SP2010_MarciaM_029_merged,3140,8,48.42,3
SP2010_MarciaM_029_merged,530,3,0.63,4
SP2010_MarciaM_036_merged,2470,7,44.46,1
SP2010_MarciaM_036_merged,1470,6,15.67,2
SP2010_MarciaM_044_merged,1020,5,2.62,1
SP2010_MarciaM_044_merged,1160,9,4.20,2
SP2010_MarciaM_044_merged,740,6,0.65,3
SP2010_MarciaM_051_merged,130,2,-1.91,1
SP2010_MarciaM_051_merged,290,3,-0.85,2
SP2010_MarciaM_051_merged,980,6,2.55,3
SP2010_MarciaM_051_merged,1030,6,0.33,4
SP2010_MarciaM_060_merged,1580,6,35.53,1
SP2010_MarciaM_060_merged,1820,6,0.47,2
SP2010_MarciaM_064_merged,720,3,20.08,1
SP2010_MarciaM_064_merged,1460,8,8.69,2
SP2010_MarciaM_064_merged,1710,7,8.90,3
SP2010_MarciaM_068_merged,240,2,-1.35,1
SP2010_MarciaM_068_merged,1360,7,50.77,2
SP2010_MarciaM_068_merged,1540,9,15.40,3
SP2010_MarciaM_068_merged,980,4,3.74,4
SP2010_MarciaM_077_merged,1410,1,69.63,1
SP2010_MarciaM_077_merged,1330,3,52.62,2
SP2010_MarciaM_077_merged,1680,7,13.85,3
SP2010_MarciaM_077_merged,570,3,1.76,4
SP2010_MarciaM_089_merged,590,5,5.53,1
SP2010_MarciaM_089_merged,2300,5,30.90,2
SP2010_MarciaM_089_merged,340,5,-1.98,3
SP2010_MarciaM_089_merged,220,3,-1.19,4
SP2010_MarciaM_089_merged,580,6,-1.47,5
SP2010_MarciaM_089_merged,810,7,4.23,6
SP2010_MarciaM_109_merged,450,1,5.19,1
SP2010_MarciaM_109_merged,2140,9,80.20,2
SP2010_MarciaM_109_merged,1780,13,0.35,3
SP2010_MarciaM_128_merged,200,2,-0.18,1
SP2010_MarciaM_128_merged,510,4,-1.62,2
SP2010_MarciaM_128_merged,490,4,-1.19,3
SP2010_MarciaM_128_merged,1500,5,26.32,4
SP2010_MarciaM_134_merged,710,5,-0.59,1
SP2010_MarciaM_134_merged,830,5,1.56,2
SP2010_MarciaM_134_merged,510,3,1.67,3
SP2010_MarciaM_134_merged,1300,7,11.06,4
SP2010_MarciaM_134_merged,1420,6,28.48,5
SP2010_MarciaM_134_merged,230,5,-0.89,6
SP2010_MarciaM_134_merged,350,3,-0.90,7
SP2010_MarciaM_138_merged,1050,6,10.58,1
SP2010_MarciaM_138_merged,1120,7,1.82,2
SP2010_MarciaM_142_merged,350,1,13.94,1
SP2010_MarciaM_142_merged,1020,6,4.53,2
SP2010_MarciaM_142_merged,1460,4,31.87,3
SP2010_MarciaM_142_merged,1200,4,8.77,4
SP2010_MarciaM_151_merged,580,2,5.40,1
SP2010_MarciaM_151_merged,1760,5,16.63,2
SP2010_MarciaM_151_merged,700,3,6.65,3
SP2010_MarciaM_151_merged,510,3,2.00,4
SP2010_MarciaM_155_merged,2150,11,24.28,1
SP2010_MarciaM_155_merged,1480,4,29.79,2
SP2010_MarciaM_155_merged,870,6,2.72,3
SP2010_MarciaM_155_merged,1030,7,1.62,4
SP2010_MarciaM_157_merged,290,2,0,1
SP2010_MarciaM_157_merged,640,3,8.69,2
SP2010_MarciaM_157_merged,1940,9,7.84,3
SP2010_MarciaM_157_merged,1110,9,0.91,4
SP2010_MarciaM_169_merged,910,5,22.50,1
SP2010_MarciaM_169_merged,1520,4,17.47,2
SP2010_MarciaM_169_merged,950,5,1.21,3
SP2010_MarciaM_169_merged,660,4,0.23,4
SP2010_MarciaM_184_merged,340,2,-1.09,1
SP2010_MarciaM_184_merged,550,4,-0.53,2
SP2010_MarciaM_184_merged,790,6,2.84,3
SP2010_MarciaM_184_merged,1330,7,6.28,4
SP2010_MarciaM_184_merged,1200,6,-0.64,5
SP2010_MarciaM_184_merged,360,2,2.19,6
SP2010_MarciaM_185_merged,1030,5,5.60,1
SP2010_MarciaM_185_merged,1720,9,3.58,2
SP2010_MarciaM_185_merged,1180,6,5.73,3
SP2010_MarciaM_191_merged,880,2,18.92,1
SP2010_MarciaM_191_merged,740,5,0.92,2
SP2010_MarciaM_191_merged,350,2,0.32,3
SP2010_MarciaM_191_merged,1180,8,2.12,4
SP2010_MarciaM_192_merged,1010,6,-0.41,1
SP2010_MarciaM_192_merged,880,7,0.78,2
SP2010_MarciaM_192_merged,580,4,24.20,3
SP2010_MarciaM_192_merged,1840,12,7.24,4
SP2010_MarciaM_192_merged,720,5,0.05,5
SP2010_MarciaM_195_merged,760,5,3.65,1
SP2010_MarciaM_195_merged,1220,10,-0.46,2
SP2010_MarciaM_195_merged,810,4,10.40,3
SP2010_MarciaM_195_merged,600,3,1.45,4
SP2010_MarciaM_210_merged,220,2,0.41,1
SP2010_MarciaM_210_merged,1080,8,-0.60,2
SP2010_MarciaM_210_merged,850,4,-0.34,3
SP2010_MarciaM_210_merged,560,4,1.24,4
SP2010_MarciaM_210_merged,1640,9,12.46,5
SP2010_MarciaM_210_merged,800,5,-0.84,6
SP2010_MarciaM_228_merged,710,5,1.92,1
SP2010_MarciaM_228_merged,1030,4,14.41,2
SP2010_MarciaM_228_merged,910,5,10.55,3
SP2010_MarciaM_228_merged,1410,6,3.24,4
SP2010_MarciaM_228_merged,400,3,0.99,5
SP2010_MarciaM_231_merged,230,1,0.74,1
SP2010_MarciaM_231_merged,1060,4,8.60,2
SP2010_MarciaM_231_merged,860,3,13.71,3
SP2010_MarciaM_231_merged,580,5,-0.23,4
SP2010_MarciaM_231_merged,590,3,0.99,5
SP2010_MarciaM_231_merged,730,4,-0.06,6
SP2010_MarciaM_231_merged,860,4,14.31,7
SP2010_MarciaM_Isolated_0125,2560,8,24.55,1
SP2010_MarciaM_Isolated_0125,1370,7,-0.47,2
SP2010_MarciaM_Isolated_0211,440,2,0.49,1
SP2010_MarciaM_Isolated_0211,1420,7,35.40,2
SP2010_MarciaM_Isolated_0211,1520,8,4.06,3
SP2010_MarciaM_Isolated_0472,550,4,1.19,1
SP2010_MarciaM_Isolated_0472,280,2,1.03,2
SP2010_MarciaM_Isolated_0472,350,2,0.47,3
SP2010_MarciaM_Isolated_0472,900,6,12.87,4
SP2010_MarciaM_Isolated_0472,1190,7,17.73,5
SP2010_MarciaM_Isolated_0472,740,6,1.85,6
SP2010_MarciaM_Isolated_0501,1320,2,56.15,1
SP2010_MarciaM_Isolated_0501,850,6,10.57,2
SP2010_MarciaM_Isolated_0501,1160,4,17.73,3
SP2010_MarciaM_Isolated_0501,1420,10,0.43,4
SP2010_MarciaM_Isolated_0622,320,3,-0.54,1
SP2010_MarciaM_Isolated_0622,580,4,-0.41,2
SP2010_MarciaM_Isolated_0622,860,5,4.50,3
SP2010_MarciaM_Isolated_0622,1690,8,27.49,4
SP2010_MarciaM_Isolated_0622,580,4,5.64,5
SP2010_MarciaM_Isolated_1071,1250,5,55.53,1
SP2010_MarciaM_Isolated_1071,1770,6,14.22,2
SP2010_MarciaM_Isolated_1071,1110,6,3.91,3
SP2010_MarciaM_Isolated_1356,2090,11,66.07,1
SP2010_MarciaM_Isolated_1356,600,4,1.32,2
SP2010_MarciaM_Isolated_1356,1070,9,-1.08,3
SP2010_MarietaS_009_merged,520,3,1.64,1
SP2010_MarietaS_009_merged,970,4,13.91,2
SP2010_MarietaS_009_merged,1070,6,8.00,3
SP2010_MarietaS_009_merged,1810,8,10.13,4
SP2010_MarietaS_011_merged,940,9,2.73,1
SP2010_MarietaS_011_merged,750,4,5.29,2
SP2010_MarietaS_011_merged,350,6,-1.93,3
SP2010_MarietaS_011_merged,760,6,0.61,4
SP2010_MarietaS_011_merged,1010,6,3.18,5
SP2010_MarietaS_011_merged,540,5,0.60,6
SP2010_MarietaS_011_merged,830,4,5.76,7
SP2010_MarietaS_016_merged,110,2,-0.36,1
SP2010_MarietaS_016_merged,320,3,-0.04,2
SP2010_MarietaS_016_merged,860,5,4.13,3
SP2010_MarietaS_016_merged,1910,7,13.12,4
SP2010_MarietaS_016_merged,2030,15,2.81,5
SP2010_MarietaS_018_merged,1190,8,1.86,1
SP2010_MarietaS_018_merged,1090,7,1.64,2
SP2010_MarietaS_018_merged,1530,11,1.96,3
SP2010_MarietaS_018_merged,530,5,-0.36,4
SP2010_MarietaS_023_merged,500,3,0.91,1
SP2010_MarietaS_023_merged,550,5,-1.13,2
SP2010_MarietaS_023_merged,1100,6,7.69,3
SP2010_MarietaS_023_merged,1230,6,-0.08,4
SP2010_MarietaS_023_merged,730,4,19.73,5
SP2010_MarietaS_041_merged,660,5,1.26,1
SP2010_MarietaS_041_merged,1070,5,2.03,2
SP2010_MarietaS_041_merged,1870,9,2.36,3
SP2010_MarietaS_046_merged,420,2,2.21,1
SP2010_MarietaS_046_merged,2110,6,15.82,2
SP2010_MarietaS_046_merged,1130,6,11.62,3
SP2010_MarietaS_049_merged,590,4,0.86,1
SP2010_MarietaS_049_merged,960,4,3.04,2
SP2010_MarietaS_049_merged,350,2,4.58,3
SP2010_MarietaS_049_merged,1760,6,4.47,4
SP2010_MarietaS_066_merged,560,1,26.29,1
SP2010_MarietaS_066_merged,1310,6,12.00,2
SP2010_MarietaS_066_merged,1120,4,13.35,3
SP2010_MarietaS_070_merged,250,1,1.22,1
SP2010_MarietaS_070_merged,2030,13,2.17,2
SP2010_MarietaS_070_merged,1340,8,2.79,3
SP2010_MarietaS_070_merged,320,2,2.38,4
SP2010_MarietaS_074_merged,2090,5,26.73,1
SP2010_MarietaS_074_merged,1090,3,20.87,2
SP2010_MarietaS_074_merged,720,3,2.98,3
SP2010_MarietaS_078_merged,1470,1,79.82,1
SP2010_MarietaS_078_merged,1700,6,16.10,2
SP2010_MarietaS_078_merged,1280,6,2.02,3
SP2010_MarietaS_085_merged,860,2,21.14,1
SP2010_MarietaS_085_merged,510,4,-1.39,2
SP2010_MarietaS_085_merged,1270,9,-0.0000000000000006,3
SP2010_MarietaS_085_merged,990,5,7.80,4
SP2010_MarietaS_094_merged,720,5,3.32,1
SP2010_MarietaS_094_merged,640,4,2.34,2
SP2010_MarietaS_094_merged,630,4,3.38,3
SP2010_MarietaS_094_merged,220,2,1.58,4
SP2010_MarietaS_094_merged,700,4,7.73,5
SP2010_MarietaS_094_merged,1930,10,16.60,6
SP2010_MarietaS_100_merged,980,3,20.69,1
SP2010_MarietaS_100_merged,1160,6,8.65,2
SP2010_MarietaS_100_merged,1460,10,0.18,3
SP2010_MarietaS_100_merged,1660,8,5.12,4
SP2010_MarietaS_101_merged,250,1,1.22,1
SP2010_MarietaS_101_merged,380,2,5.40,2
SP2010_MarietaS_101_merged,2400,7,39.82,3
SP2010_MarietaS_101_merged,600,4,1.87,4
SP2010_MarietaS_101_merged,680,4,2.18,5
SP2010_MarietaS_102_merged,720,4,0.86,1
SP2010_MarietaS_102_merged,1880,10,14.73,2
SP2010_MarietaS_102_merged,1980,9,22.73,3
SP2010_MarietaS_102_merged,1080,6,7.23,4
SP2010_MarietaS_104_merged,2450,10,25.41,1
SP2010_MarietaS_104_merged,640,4,1.73,2
SP2010_MarietaS_104_merged,1110,8,0.88,3
SP2010_MarietaS_105_merged,270,1,1.48,1
SP2010_MarietaS_105_merged,1270,7,2.30,2
SP2010_MarietaS_105_merged,1560,11,1.00,3
SP2010_MarietaS_105_merged,850,7,0.20,4
SP2010_MarietaS_105_merged,350,2,-0.0000000000000006,5
SP2010_MarietaS_110_merged,730,6,-1.01,1
SP2010_MarietaS_110_merged,440,5,-1.01,2
SP2010_MarietaS_110_merged,520,4,2.61,3
SP2010_MarietaS_110_merged,1510,7,6.11,4
SP2010_MarietaS_117_merged,950,3,16.07,1
SP2010_MarietaS_117_merged,1340,3,21.10,2
SP2010_MarietaS_117_merged,1220,4,17.24,3
SP2010_MarietaS_119_merged,880,4,5.40,1
SP2010_MarietaS_119_merged,1920,10,2.23,2
SP2010_MarietaS_119_merged,1070,7,2.83,3
SP2010_MarietaS_119_merged,1110,6,3.19,4
SP2010_MarietaS_125_merged,170,1,4.37,1
SP2010_MarietaS_125_merged,390,2,4.79,2
SP2010_MarietaS_125_merged,1670,10,3.17,3
SP2010_MarietaS_125_merged,1360,9,-1.24,4
SP2010_MarietaS_125_merged,770,5,0.80,5
SP2010_MarietaS_143_merged,250,2,-0.52,1
SP2010_MarietaS_143_merged,810,5,1.27,2
SP2010_MarietaS_143_merged,1130,6,4.36,3
SP2010_MarietaS_143_merged,1000,6,0.15,4
SP2010_MarietaS_147_merged,350,1,2.76,1
SP2010_MarietaS_147_merged,2330,4,26.39,2
SP2010_MarietaS_149_merged,800,4,2.16,1
SP2010_MarietaS_149_merged,1390,5,8.74,2
SP2010_MarietaS_149_merged,890,3,14.07,3
SP2010_MarietaS_149_merged,750,3,3.50,4
SP2010_MarietaS_154_merged,1130,2,23.00,1
SP2010_MarietaS_154_merged,1330,3,26.53,2
SP2010_MarietaS_154_merged,780,3,3.49,3
SP2010_MarietaS_161_merged,400,1,3.09,1
SP2010_MarietaS_161_merged,1480,5,31.53,2
SP2010_MarietaS_164_merged,2680,6,18.72,1
SP2010_MarietaS_170_merged,330,1,5.33,1
SP2010_MarietaS_170_merged,2650,6,32.44,2
SP2010_MarietaS_178_merged,300,2,0.40,1
SP2010_MarietaS_178_merged,1090,4,7.46,2
SP2010_MarietaS_178_merged,940,4,11.07,3
SP2010_MarietaS_178_merged,960,3,13.18,4
SP2010_MarietaS_186_merged,350,2,3.61,1
SP2010_MarietaS_186_merged,1610,8,7.68,2
SP2010_MarietaS_186_merged,1700,6,4.65,3
SP2010_MarietaS_191_merged,600,4,1.11,1
